tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit_Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress,Ilabel,a,objType,disp_J,disp_E,disp_N,disp_S,user_ch,flag_ch,user_av,flag_av
101914580,0.01,J,285.70680475,-29.159995123,10.8054,1654.410352,1.001168,10.14679763328,480.0,20,-1,-1,1.49508,1.31,6445.3,4.20601,15.532379999999998,1.20478,False,7.31408571841272,STAR,1,0,0,0,1.0,J,,
107916347,0.01,J,285.705072724,-29.5347185447,11.4302,1657.312505,0.340294,3.2260687905599994,570.0,20,-1,-1,3.29685,,5055.0,,17.44685,-0.06813999999999999,True,3.255625952188676,STAR,0,0,0,1,1.0,J,,
107917188,0.01,J,285.860854712,-28.8777447127,10.9564,1657.982012,0.959044,2.7608958672000004,1300.0,20,-1,-1,94.3883,,3989.0,,12.94107,0.1283,True,6.495670634328331,STAR,0,0,0,1,1.0,J,,
108435769,0.01,J,286.374251725,-29.4900228773,11.4419,1659.8063619999998,3.080961,6.271850688480001,1290.0000000000002,20,-1,-1,1.88757,1.362,6565.0,4.02044,11.88287,0.26544,False,15.676465236982393,STAR,1,0,0,0,1.0,J,,
108437748,0.01,J,286.422819444,-29.346870482399996,11.1312,1657.357806,3.139871,5.464882678080001,23330.0,20,-1,-1,1.51641,1.39,6629.0,4.21945,162.66322,0.37596,False,15.983716863064766,STAR,0,1,0,0,1.0,E,,
108438548,0.01,J,286.39125876599996,-28.888037672800003,10.1311,1657.071601,0.238211,5.23563004056,2020.0,20,-1,-1,1.7616900000000002,2.14,8585.0,4.2766199999999985,49.19332,0.96028,False,3.307583168531812,STAR,1,0,0,0,,,0.0,J
108515276,0.01,J,286.44248442099996,-29.757040552600003,11.0366,1657.43954,0.5972390000000001,1.7964471328800002,1810.0,20,-1,-1,91.4175,,4006.0,,15.239529999999998,0.05876,True,4.736931236673478,STAR,0,0,0,1,1.0,J,,
108515362,0.01,J,269.27991114400004,-41.456513943699996,11.3864,1657.250174,0.397933,1.8178216132799998,1320.0,20,-1,-1,21.1456,,4515.0,,20.4065,-0.14723,True,3.613585026491483,STAR,0,0,0,1,1.0,J,,
108667731,0.01,J,269.222950824,-41.5622150104,10.6695,1657.745033,2.323323,4.7535188580000005,433520.0,20,-1,-1,3.23319,1.494,6881.0,3.59316,30.62657,0.47412,False,13.394347674408634,STAR,0,1,0,0,1.0,E,,
108669003,0.01,J,269.404896249,-41.7001911129,11.3849,1657.123106,0.830572,2.8553071987200003,740.0,20,-1,-1,27.3388,,4330.0,,9.99015,0.23105,True,5.901782017256322,STAR,0,0,0,1,,,0.0,J
108733400,0.01,J,269.40076015200003,-41.53023067,11.3688,1657.327807,0.615294,2.74992116832,1320.0,20,-1,-1,12.3792,,4900.0,,17.25434,0.05802,True,4.831923991781174,STAR,0,0,0,1,1.0,J,,
108911914,0.01,J,290.717477272,-34.8740235388,9.9848,1659.544464,4.51449,4.954743064800001,30640.0,20,-1,-1,16.4598,,4566.0,,110.39571,0.2081800000000001,False,18.244729866119066,STAR,0,1,0,0,1.0,E,,
109171807,0.01,J,290.897880288,-30.237295676,6.4211,1658.622033,1.7875169999999998,4.3861377139199975,1200.0,20,-1,-1,3.62396,1.48,6841.0,3.48996,9.90286,0.22739,False,11.211206009860707,STAR,1,0,0,0,1.0,J,,
109172235,0.01,J,290.86835608900003,-30.561125642399997,10.7903,1657.262739,0.215989,0.8003688384000001,970.0,20,-1,-1,2.08583,1.74,7541.0,4.04006,11.27756,0.28148,False,2.892027905560118,STAR,1,0,0,0,1.0,J,,
112086256,0.01,J,290.969025071,-33.8968955991,11.4214,1658.828205,3.3202260000000003,3.8105569756800013,1620.0,20,-1,-1,1.38811,1.36,6554.0,4.28676,14.24253,0.2121,False,16.469852414210347,STAR,0,1,0,0,,,0.0,E
112088981,0.01,J,290.97721367099996,-33.351381172399996,8.8849,1658.219203,1.452794,4.42428073584,430.0,20,-1,-1,72.6581,,3824.0,,10.40943,0.12637,True,8.567767360840405,STAR,0,0,0,1,1.0,J,,
112239532,0.01,J,291.052151063,-33.3298143795,10.489,1657.607613,0.5465439999999999,1.6343851775999998,810.0,20,-1,-1,1.20257,1.28,6400.0,4.38505,15.52638,0.05709,False,4.847878399725108,STAR,1,0,0,0,,,0.0,J
112243568,0.01,J,290.992140838,-30.3165731007,11.0407,1661.242049,7.104967,4.835924738880001,2869.9999999999995,20,-1,-1,44.9648,,4292.0,,10.38842,0.40572,True,24.685372441469656,STAR,0,0,0,1,,,0.0,E
112248658,0.01,J,290.983001903,-30.3148660916,10.4147,1657.0661189999994,0.240989,0.6161413960800001,1000.0,20,-1,-1,27.6621,,4072.0,,16.223110000000002,0.08926,True,2.5866030598382674,STAR,0,0,0,1,1.0,J,,
112249645,0.01,J,290.97075614700003,-30.2946346901,10.0796,1657.662109,10.588001,6.24861467016,550.0,20,-1,-1,83.75399999999998,,3893.0,,9.13791,0.23538,True,32.20630907255241,STAR,0,0,0,1,1.0,J,,
112326995,0.01,J,291.203307552,-32.222918994400004,9.8438,1657.383385,0.322933,0.7976703446400001,17390.0,20,-1,-1,1.00055,1.07,5890.0,4.46697,11.94737,0.19487,False,3.2156431762225544,STAR,1,0,0,0,,,0.0,J
112330378,0.01,J,291.176829192,-33.4978807087,11.1971,1661.3070369999994,5.130225,9.217167444,7100.0,20,-1,-1,74.4648,,3877.0,,14.84977,0.41827,True,19.868080718854074,STAR,0,0,0,1,1.0,E,,
112336211,0.01,J,291.339974901,-32.3059207691,11.3936,1657.259339,0.331961,0.90800628408,9660.0,20,-1,-1,9.18837,,4827.0,,13.30948,0.10585,True,3.202258226978664,STAR,0,0,0,1,1.0,J,,
112395347,0.01,J,291.277851,-32.236796000000005,7.9170000000000025,1665.547021,8.442611999999999,6.3846408988800025,770.0000000000001,20,-1,-1,25.3481,,4261.0,,9.07826,0.20441,False,27.693819743554112,STAR,1,0,0,0,,,0.0,J
112395568,0.01,J,291.378001681,-32.122719954699996,11.1224,1657.984933,5.7467510000000015,3.4039155523200018,990.0,20,-1,-1,3.4873199999999995,,5577.0,,10.07884,0.25825,False,21.429558682641467,STAR,0,1,0,0,1.0,E,,
112401201,0.01,J,291.46029654,-35.0966200043,11.0274,1657.42002,1.115989,4.74125694672,203010.0,20,-1,-1,2.45363,,5379.0,,26.94073,0.39599,False,7.186292937815383,STAR,0,1,0,0,,,0.0,E
112401246,0.01,J,291.636987833,-33.0637340254,10.4776,1657.417865,0.55835,3.225074268,1290.0000000000002,20,-1,-1,20.7077,,4409.0,,24.40317000000001,-0.22517,True,4.529003478784146,STAR,0,0,0,1,1.0,E,0.0,E
112464324,0.01,J,291.60687968400003,-30.3205089825,9.99583,1657.825872,0.8326549999999999,4.0790769264,1130.0000000000002,20,-1,-1,0.572529,0.565075,3185.0,4.6745800000000015,9.63561,0.161,False,4.887390811994349,STAR,1,0,0,0,1.0,J,,
112467884,0.01,J,269.57607003,-41.442295531999996,9.4697,1657.482521,0.440294,1.03007661888,650.0,20,-1,-1,3.40087,,4926.0,,9.05329,0.14983,False,3.8656881747165444,STAR,2,0,0,0,1.0,J,0.0,J
112552027,0.01,J,269.663461652,-41.4344465813,10.7844,1660.942011,4.5122339999999985,3.0376359287999994,2590.0,20,-1,-1,4.99096,,4866.0,,18.20224,0.26608000000000004,False,18.238651137483497,STAR,0,1,0,0,1.0,E,,
112553108,0.01,J,291.749465797,-32.0402278946,11.3935,1657.3453949999994,0.320155,0.8205444588000002,860.0,20,-1,-1,2.5996,2.0,8187.0,3.90928,9.25282,0.16857,False,3.938357761537008,STAR,1,0,0,0,1.0,J,,
112611593,0.01,J,291.64884529,-32.8582686211,10.0712,1658.088609,2.733528,9.49496417856,620.0,20,-1,-1,15.0581,,4600.0,,9.38761,0.19499,True,13.058120095433305,STAR,0,0,0,1,1.0,J,,
112612230,0.01,J,291.78408625099996,-35.252638496100005,6.2312,1657.198791,0.200711,2.0418570883200005,28560.000000000004,20,-1,-1,0.885799,0.92,5338.0,4.5071900000000005,75.36943000000002,-1.15008,False,2.226939231533806,STAR,1,0,0,0,,,0.0,J
112613001,0.01,J,291.84822615,-35.3948556699,11.4682,1657.116306,0.953489,4.9177148664,360.0,20,-1,-1,10.7929,,4624.0,,10.11467,0.25336,True,6.470563427380062,STAR,0,0,0,1,1.0,J,,
112616352,0.01,J,291.815752441,-34.5473019503,9.6359,1657.151592,0.4472390000000001,2.6555262863999998,290430.0,20,-1,-1,1.7372,1.278,6387.0,4.0649,41.66284,0.38058,False,4.2390483528563365,STAR,0,1,0,0,1.0,E,,
112680026,0.01,J,291.855037118,-30.9406269505,10.1115,1665.532495,13.622887,7.71927268968,3660850.0,20,-1,-1,1.65455,1.05,5842.0,4.0219,19.9826,0.2456,False,38.72346189174494,STAR,1,0,0,0,1.0,J,,
112682515,0.01,J,291.982756506,-33.3352031258,11.3388,1657.348921,0.218767,0.43546883952,1960.0,20,-1,-1,7.484560000000001,,4559.0,,10.50267,0.2186,True,2.4250433966656635,STAR,0,0,0,1,1.0,J,,
112708670,0.01,J,292.13339412700003,-35.1330141071,8.7797,1658.049934,1.150017,3.64490988048,17440.0,20,-1,-1,1.47499,1.2,6230.0,4.17967,73.48076999999998,0.5281899999999999,False,7.791030350518322,STAR,0,1,0,0,1.0,E,,
112710040,0.01,J,292.15551259,-35.0158820419,11.0919,1657.8288599999994,1.1611280000000002,3.3797184921600008,14240.000000000002,20,-1,-1,26.4313,,4177.0,,42.49469000000001,0.42741,True,7.3787881097918895,STAR,0,0,0,1,,,0.0,E
112710057,0.01,J,292.15879008900004,-35.0079286887,11.3241,1657.82845,1.1611280000000002,3.5533303507200005,55350.0,20,-1,-1,1.12392,,5755.0,,49.98669,0.44113,False,7.3787881097918895,STAR,0,1,0,0,1.0,E,,
112755152,0.01,J,292.065854518,-30.9237956021,10.1528,1659.393716,3.673325,4.55786166,67000.0,20,-1,-1,1.82721,1.59,7140.0,4.11589,130.47647,0.21855,False,18.55967007605615,STAR,0,1,0,0,1.0,E,,
112827474,0.01,J,292.390536823,-32.436113875,11.3961,1657.674989,3.422054,3.1923657355199997,32620.0,20,-1,-1,,,3187.0,,191.94425,0.35477,False,15.167809991073673,STAR,0,1,0,0,1.0,E,,
112832156,0.01,J,292.49660577099996,-32.6197839565,10.9503,1657.30584,0.435433,6.198859022640001,480.0,20,-1,-1,1.5239,1.2,6227.0,4.15134,31.31238,-1.21391,False,4.077615603029066,STAR,1,0,0,0,,,0.0,J
112892822,0.01,J,292.855001429,-32.489416522199996,11.4428,1657.437503,0.517378,7.420814739360001,7370.000000000001,20,-1,-1,38.3513,,3930.0,,61.05415,-1.52565,True,4.304641078048853,STAR,0,0,0,1,1.0,J,,
112896637,0.01,J,292.833098779,-34.3510309901,11.4036,1657.279662,0.58335,1.5567044760000004,2230.0,20,-1,-1,75.77,,4263.0,,13.51604,0.21046,True,4.663204292585002,STAR,0,0,0,1,1.0,J,,
112897410,0.01,J,292.837932976,-34.3721589531,11.2623,1657.309717,0.377794,0.7851163790400001,390.0,20,-1,-1,3.0161,1.55,7022.0,3.66951,10.79415,0.20418,False,4.039667102006132,STAR,1,0,0,0,1.0,J,,
112988537,0.01,J,292.88954793799996,-34.6040204919,10.1782,1658.27609,7.511314,3.78029410992,910.0,20,-1,-1,10.5815,,4739.0,,9.11888,0.18654,False,25.61782486210704,STAR,1,0,0,0,1.0,J,,
112988739,0.01,J,292.89150325599996,-35.5421171535,10.9949,1659.126271,2.689036,4.4362640313599995,3770.0000000000014,20,-1,-1,,,,,9.61677,0.24261,False,12.916040107258008,STAR,1,0,0,0,1.0,J,,
112992424,0.01,J,292.93021986599996,-31.8768459649,9.46429,1657.379045,0.5771,7.334202312,869.9999999999999,20,-1,-1,1.5676,1.27,6376.0,4.1514,23.99077,0.0377,False,5.013799128096707,STAR,1,0,0,0,,,0.0,J
113052506,0.01,J,284.146776107,-38.4961276338,10.7918,1657.14861,0.430572,1.81987283808,620.0,20,-1,-1,9.5352,,4835.0,,12.09253,0.04331,True,3.808571941118545,STAR,0,0,0,1,1.0,J,0.0,J
113052511,0.01,J,284.269767294,-37.502914327,10.889000000000001,1657.244719,0.530572,0.08735337408,3420.0000000000005,20,-1,-1,65.2297,,4395.0,,12.64234,0.49942,True,4.3775171751093325,STAR,0,0,0,1,1.0,J,,
113126598,0.01,J,293.16181740400003,-34.0377391892,10.1817,1657.493134,1.042378,5.0064164486400005,11550.0,20,-1,-1,2.14511,1.49,6857.0,3.94836,16.439320000000002,-0.13376,False,7.842909817612123,STAR,1,0,0,0,,,0.0,J
113127236,0.01,J,293.235169733,-35.7241294584,9.604,1657.31297,0.402794,1.5153110279999995,107660.0,20,-1,-1,1.54931,1.01,5662.0,4.06211,31.39408,-0.08133,False,3.655056491546477,STAR,0,1,0,0,1.0,E,,
113127272,0.01,J,293.236203806,-35.202760896,11.3222,1657.324314,0.402794,1.2406699670399999,7580.0,20,-1,-1,23.7839,,4433.0,,24.65409,0.036660000000000005,True,3.6429535668666806,STAR,0,0,0,1,1.0,E,,
113170277,0.01,J,284.161338195,-36.3844234919,10.5981,1657.6365119999994,0.691683,3.5327294215199996,970.0,20,-1,-1,4.02635,2.424,9523.0,3.61278,20.61764,-0.22188,False,7.017470253053089,STAR,1,0,0,0,,,0.0,J
